nom_methode_dpe;version_methode_dpe;date_etablissement_dpe;consommation_energie;classe_consommation_energie;estimation_ges;classe_estimation_ges;annee_construction;surface_thermique_lot;latitude;longitude;tr001_modele_dpe_type_libelle;tr002_type_batiment_description;code_insee_commune_actualise;tv016_departement_code;geo_adresse;geo_score
FACTURE - DPE;V2012;03/06/2013;57,94;B;13,56;C;2006;935,44;48,32905;4,120934;Neuf;Maison Individuelle;10115;10;1 Rue de la RÇpublique 10150 Creney-präs-Troyes;0,67
3CL - DPE;V2012;26/05/2013;192,54;D;45,05;E;1960;63,65;47,480503;6,822739;Vente;Logement;25580;25;19 Rue Louis Pergaud 25700 Valentigney;0,96
TROIS_CL_DPE;VERSION_2012;16/05/2013;182,23;D;7,64;B;1990;52;;;Location;Logement;30070;30;;0
MÇthode Facture;;27/05/2013;0;N;0;N;1947;64;;;Vente;Maison Individuelle;43320;43;;0
MÇthode 3CL;3CL-DPE, version 1.3;16/07/2013;160;D;33;D;1948;91,8;;;Vente;Logement;20200;2B;;0
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;159;D;37;E;1989;34,61;49,125028;1,751918;Location;Logement;95270;95;8 Place de l'Eglise 95420 Genainville;0,4
MÇthode 3CL;3CL-DPE, version 1.3;09/05/2013;438;F;25;D;1989;32,67;;;Vente;Logement;74160;74;;0
MÇthode Facture;;30/04/2013;157;D;36;E;1;72,3;;;Location;Logement;06800;06;;0
MÇthode 3CL;3CL-DPE, version 1.3;20/05/2013;241;E;72;F;1975;53;48,148777;7,489342;Vente;Logement;68110;68;Rue des Pruniers 68320 Grussenheim;0,36
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;142;C;7;B;2006;152;43,428367;3,296004;Location;Maison Individuelle;34300;34;Chemin de Carnas 34290 Servian;0,39
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;392;F;22;D;1975;90,3;45,6309643;4,8402432;Vente;Maison Individuelle;69360;69;Chemin de la Blancherie Solaize;0,75
MÇthode 3CL;3CL-DPE, version 1.3;11/05/2013;202;D;10;B;2006;57,38;;;Vente;Logement;77700;77;;0
MÇthode 3CL;3CL-DPE, version 1.3;11/06/2013;300;E;65;F;1948;180,85;;;Vente;Maison Individuelle;19100;19;;0
MÇthode Facture;;31/05/2013;0;N;0;N;1947;48,53;;;Vente;Maison Individuelle;58600;58;;0
MÇthode 3CL;3CL-DPE, version 1.3;08/05/2013;153;D;6;B;2001;99,6;;;Vente;Logement;92350;92;;0
MÇthode 3CL;3CL-DPE, version 1.3;27/04/2013;164;D;6;B;2001;53;;;Location;Logement;31500;31;;0
MIXTE FACTURE+3CL - DPE pour ECS;V2012;25/06/2013;73,93;B;3,57;A;1969;165;45,844358;2,335109;Vente;Maison Individuelle;23218;23;Longeaigue 23260 Saint-Maurice-präs-Crocq;0,94
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;149;C;35;D;1989;117;;;Vente;Maison Individuelle;40160;40;;0
3CL;2012;29/05/2013;430,29;F;127,91;G;1950;67;;;CopropriÇtÇ;Maison Individuelle;63200;63;;0
3CL - DPE;V2012;27/05/2013;438,96;F;14,29;C;1900;65;47,019569;1,109916;Vente;Maison Individuelle;36074;36;5 Rue de l'Eglise 36700 FlÇrÇ-la-Riviäre;0,94
FACTURE;VERSION_2012;22/05/2013;299,8;E;8,92;B;1947;180;;;Vente;Maison Individuelle;37092;37;;0
MÇthode Facture;;08/06/2013;328;E;10;B;1947;157;;;Vente;Maison Individuelle;32400;32;;0
MÇthode Facture;;06/06/2013;0;N;0;N;1947;57;42,715658;2,080892;Vente;Maison Individuelle;09230;09;Le Village 09460 Le Pla;0,51
3CL - DPE;V2012;23/05/2013;284,57;E;66,59;F;1970;76,62;49,402898;3,294508;Vente;Maison Individuelle;02593;02;1 Rue de la Rochette 02200 Pasly;0,95
3CL - DPE;V2012;06/05/2013;163,17;D;6,77;B;1997;121,11;43,334582;-0,507262;Location;Maison Individuelle;64037;64;Route de Parbayse 64230 Arbus;0,36
MÇthode 3CL;3CL-DPE, version 1.3;05/06/2013;600;G;180;G;1948;101;;;Vente;Maison Individuelle;05100;05;;0
3CL - DPE;V2012;02/05/2013;232,09;E;10,67;B;1976;124,14;46,246602;-1,119444;Vente;Maison Individuelle;17153;17;6 Rue des Tamaris 17137 Esnandes;0,41
3CL - DPE;V2012;06/05/2013;127,62;C;38,29;E;2006;92;;;Location;Maison Individuelle;0000;44;;0
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;255;E;12;C;2012;50,5;;;Location;Maison Individuelle;79500;79;;0
3CL - DPE;V2012;11/06/2013;398;F;17;C;1988;23,8;;;Vente;Logement;04205;04;;0
MÇthode 3CL;3CL-DPE, version 1.3;13/05/2013;294;E;68;F;1948;69,84;;;Vente;Logement;22520;22;;0
MÇthode 3CL;3CL-DPE, version 1.3;14/05/2013;122;C;36;E;1948;171;42,944708;2,245594;Vente;Maison Individuelle;11240;11;Rue de l'Eglise 11190 Montazels;0,94
FACTURE - DPE;V2012;27/05/2013;74,07;B;17,33;C;2006;3770,92;;;Neuf;Maison Individuelle;72181;72;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;267;E;11;C;1989;25,21;;;Vente;Logement;85160;85;;0
MÇthode 3CL;3CL-DPE, version 1.3;04/05/2013;157;D;6;B;1989;58,03;42,693833;2,77348;Vente;Logement;66140;66;Rue des Orangers 66370 PÇzilla-la-Riviäre;0,36
MÇthode Facture;;07/06/2013;0;N;0;N;1947;74;;;Vente;Maison Individuelle;55000;55;;0
MÇthode 3CL;3CL-DPE, version 1.3;26/05/2013;562;G;36;E;1948;146;45,54661;5,706403;Vente;Maison Individuelle;73100;73;70 Chemin du chapelu 73330 Domessin;0,38
MÇthode Facture;;14/06/2013;112;C;1;A;1947;129;;;Vente;Maison Individuelle;52400;52;;0
3CL - DPE;V2012;21/05/2013;259,61;E;60,75;F;1997;99,5;47,104406;2,425994;Vente;Maison Individuelle;18033;18;18 Rue Gaston Berger 18000 Bourges;0,97
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;218;D;65;F;1948;68,24;;;Location;Logement;91700;91;;0
TROIS_CL_DPE;VERSION_2012;29/04/2013;248,66;E;11,85;C;1949;120;;;Vente;Maison Individuelle;33008;33;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/06/2013;299;E;16;C;1948;68,18;44,267636;1,984898;Location;Maison Individuelle;12150;12;route de castanet 12200 Monteils;0,33
3CL - DPE;V2012;13/05/2013;269,17;E;62,98;F;2004;44;;;Location;Logement;1160;01;;0
3CL - DPE;V2012;04/06/2013;196;D;45;E;1974;85,28;49,778516;4,4;Vente;Maison Individuelle;08257;08;5 Rue Saint Remi 08150 Logny-Bogny;0,56
3CL - DPE;V2012;15/05/2013;709,43;G;44,95;E;1974;28;47,901796;-3,440225;Location;Logement;29002;29;5 Place de la Mairie 29300 Arzano;0,31
3CL - DPE;V2012;01/06/2013;121,78;C;4,21;A;2013;80;46,674354;5,555094;Location;Logement;39300;39;14 Rue des Cordeliers 39000 Lons-le-Saunier;0,96
MÇthode Facture;;15/05/2013;92;C;21;D;1947;109,41;;;Location;Maison Individuelle;47200;47;;0
MÇthode Facture;;23/05/2013;128;C;30;D;1947;86,36;;;Vente;Logement;03200;03;;0
3CL - DPE;V2012;25/05/2013;176,89;D;9,92;B;2006;182;43,755951;1,687561;Vente;Maison Individuelle;81271;81;1335 Route de Garrigues 81370 Saint-Sulpice-la-Pointe;0,81
MÇthode 3CL;3CL-DPE, version 1.3;01/05/2013;126;C;5;A;2006;125;;;Vente;Maison Individuelle;56450;56;;0
MÇthode Facture;;07/05/2013;122;C;28;D;1947;70;49,278038;-0,570506;Vente;Maison Individuelle;14200;14;Rue du Moulin 14480 Creully sur Seulles;0,4
3CL - DPE;V2012;09/04/2013;168,02;D;39,32;E;1975;82,4;43,428259;6,775923;Vente;Logement;83118;83;164 Chemin de la Lauve 83700 Saint-Raphaâl;0,97
MÇthode 3CL;3CL-DPE, version 1.3;22/05/2013;193;D;45;E;1948;63;49,055066;6,240357;Vente;Logement;57140;57;10 Rue de Peltre 57245 Chesny;0,35
3CL - DPE;V2012;21/05/2013;160,08;D;8,12;B;1974;262;44,828972;1,28098;Vente;Maison Individuelle;24082;24;Impasse de Pech de Pebeyre 24200 Carsac-Aillac;0,45
3CL - DPE;V2012;30/05/2013;216;D;7;B;1974;21,22;47,642865;6,856973;Vente;Logement;90010;90;8 Avenue Jean Jauräs 90000 Belfort;0,98
MÇthode 3CL;3CL-DPE, version 1.3;14/05/2013;226;D;38;E;1948;114;;;Vente;Maison Individuelle;45520;45;;0
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;296;E;15;C;1989;70;;;Vente;Logement;93600;93;;0
MÇthode Facture;;17/05/2013;179;D;5;A;1;78,9;45,914777;0,656792;Neuf;BÉtiment collectif Ö usage principal d'habitation;16100;16;RUE DES BRUCHETS 16150 Chirac;0,46
3CL - DPE;V2012;01/05/2013;834,48;G;50,58;E;1950;41,67;50,520131;1,584775;Location;Logement;62826;62;115 Rue Andrei Sakharov 62520 Le Touquet-Paris-Plage;0,65
TROIS_CL_DPE;VERSION_2012;06/05/2013;135,3;C;31,66;D;1978;79;48,128723;-1,663222;Vente;Logement;35238;35;1 Square Armand de la Rouârie 35700 Rennes;0,97
MÇthode 3CL;3CL-DPE, version 1.3;14/05/2013;372;F;87;G;1948;72,8;;;Vente;Maison Individuelle;54190;54;;0
MÇthode 3CL;3CL-DPE, version 1.3;18/06/2013;190;D;7;B;1948;116;;;Vente;Maison Individuelle;46500;46;;0
FACTURE - DPE;V2012;21/05/2013;0;N;0;N;1948;31;49,265465;4,027785;Vente;Logement;51454;51;25 rue du Docteur Thomas 51100 Reims;0,98
MÇthode 3CL;3CL-DPE, version 1.3;19/05/2013;496;G;29;D;1948;71;;;Vente;Maison Individuelle;65260;65;;0
MÇthode Facture;;02/05/2013;140;C;4;A;1947;38,62;;;Vente;Logement;13010;13;;0
3CL - DPE;V2012;15/05/2013;141,13;C;25,64;D;1900;184,5;45,833989;1,002498;Vente;Maison Individuelle;87046;87;Route des Monts 87310 Cognac-la-Foràt;0,31
MÇthode 3CL;3CL-DPE, version 1.3;04/06/2013;729;G;44;E;1948;30,93;;;Location;Logement;20170;2A;;0
FACTURE - DPE;V2012;03/05/2013;433,25;F;14,11;C;1948;58;47,165373;4,981151;Location;Maison Individuelle;21267;21;2 Route de Gilly 21640 Flagey-EchÇzeaux;0,47
FACTURE;VERSION_2012;16/05/2013;267,26;E;64,25;F;1800;151;;;Vente;Maison Individuelle;41083;41;;0
TROIS_CL_DPE;VERSION_2012;07/05/2013;327,78;E;16,46;C;1982;52;50,737643;2,731986;Location;Logement;59043;59;7 Rue Emile Hie 59270 Bailleul;0,69
FACTURE - DPE;V2012;21/05/2013;184,15;D;43,33;E;1948;250;45,296216;4,759885;Vente;Maison Individuelle;07172;07;2205 Route de la Fromentale 07340 Peaugres;0,95
FACTURE - DPE;V2012;12/06/2013;70,53;B;19,33;C;1948;75;47,341485;5,823163;Location;Maison Individuelle;70181;70;Rue de l?Eglise 70150 Courcuire;0,51
MÇthode Facture;;27/06/2013;0;N;0;N;1947;91;;;Vente;Logement;48300;48;;0
MÇthode Facture;;18/05/2013;147;C;34;D;1947;127;45,194938;5,115825;Vente;Maison Individuelle;26210;26;route de crÇpol 26350 Valherbasse;0,33
TROIS_CL_DPE;VERSION_2012;30/04/2013;295;E;57,34;F;1975;108;49,96501;2,982819;Vente;Maison Individuelle;80015;80;12 Rue de l'Eglise 80200 Aizecourt-le-Haut;0,33
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;87;B;23;D;2005;150;49,3770626;3,7228444;Vente;Maison Individuelle;84500;84;Chemin de la Garenne Maizy;0,79
MÇthode 3CL;3CL-DPE, version 1.3;20/06/2013;513;G;30;D;1975;82;;;Vente;Maison Individuelle;15310;15;;0
MÇthode Facture;;21/05/2013;0;N;0;N;1947;122;;;Vente;Maison Individuelle;71220;71;;0
FACTURE - DPE;V2012;14/05/2013;215,27;D;51,45;E;1948;120;48,811223;2,454545;Vente;Maison Individuelle;94046;94;69 Rue Michelet 94700 Maisons-Alfort;0,97
Th-C-E;RT2005;05/06/2013;48,03;A;1,09;A;2013;71,01;43,894412;1,323031;Neuf;Maison Individuelle;82027;82;2 Rue des Chànes 82370 Campsas;0,46
MÇthode Facture;;17/05/2013;227;D;3;A;1947;97,15;48,298278;-0,666273;Vente;Maison Individuelle;53200;53;Le Parc 53100 Saint-Baudelle;0,3
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;93;C;21;D;2001;166;;;Vente;Maison Individuelle;49300;49;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;280;E;84;G;1975;85;;;Vente;Maison Individuelle;42740;42;;0
3CL - DPE;V2012;01/06/2013;333,8;F;91,46;G;1969;68;;;Vente;Maison Individuelle;89115;89;;0
3CL - DPE;V2012;07/05/2013;291,63;E;16,31;C;2000;94,44;48,902264;-1,534881;Vente;Maison Individuelle;50076;50;Village Gallien 50290 BrÇhal;0,95
MÇthode Facture;;17/05/2013;227;D;52;E;1947;124;;;Location;Logement;67000;67;;0
MÇthode 3CL;3CL-DPE, version 1.3;13/05/2013;318;E;18;C;1988;94;45,269929;5,616404;Vente;Maison Individuelle;38540;38;lotissement les jayeres 38113 Veurey-Voroize;0,36
MÇthode 3CL;3CL-DPE, version 1.3;05/05/2013;255;E;13;C;1948;83;48,792429;2,320533;Vente;Logement;75016;75;145 Avenue Aristide Briand 94230 Cachan;0,37
FACTURE - DPE;V2012;14/05/2013;210,5;D;11,46;C;2006;147,48;49,494017;1,220016;Neuf;Maison Individuelle;76509;76;Rue du Tour de Preaux 76160 PrÇaux;0,61
FACTURE - DPE;V2012;16/05/2013;61,98;N;2,02;N;1948;135;48,700646;0,288154;Vente;Maison Individuelle;61275;61;3 Route de Paris 61240 Le Merlerault;0,72
MÇthode 3CL;3CL-DPE, version 1.3;04/05/2013;275;E;15;C;2006;144;45,57343;4,081391;Vente;Maison Individuelle;42290;42;Rue des MÇsanges 42600 Saint-Thomas-la-Garde;0,34
Th-C-E;RT2005;05/06/2013;57,4;B;1,23;A;2013;71,52;43,893503;1,324196;Neuf;Maison Individuelle;82027;82;17 Rue des Eglantiers 82370 Campsas;0,54
3CL - DPE;V2012;10/05/2013;207,34;D;38,13;E;1974;191;48,757215;2,689526;Vente;Maison Individuelle;77350;77;15 Rue Jean-baptiste ClÇment 77330 Ozoir-la-Ferriäre;0,96
MÇthode Facture;;05/05/2013;235;E;47;E;1947;14;48,796537;2,341118;Location;Logement;75016;75;25 Boulevard de la Vanne 94230 Cachan;0,41
FACTURE - DPE;V2012;21/05/2013;342,11;F;75,62;F;1948;96;49,329653;4,010993;Vente;Logement;51183;51;1 Rue de la Gare 51220 Courcy;0,95
MÇthode 3CL;3CL-DPE, version 1.3;13/05/2013;423;F;25;D;1948;21;;;Vente;Logement;14000;14;;0
FACTURE;VERSION_2012;13/05/2013;0;A;0;A;1900;162,89;;;Vente;Maison Individuelle;22001;22;;0
3CL - DPE;V2012;24/05/2013;205,97;D;47,96;E;1968;72;48,631611;7,150025;Vente;Maison Individuelle;57003;57;3 La Wassersoupe 57560 Abreschviller;0,76
MÇthode 3CL;3CL-DPE, version 1.3;20/05/2013;329;E;16;C;1989;46,85;43,026311;-0,119152;Vente;Logement;65400;65;11 Route du Bergons 65400 Salles;0,39
3CL - DPE;V2012;20/05/2013;190,06;D;8,98;B;2006;90;49,300338;0,725515;Vente;Maison Individuelle;27209;27;400 Hameau d?Ytot 27290 êcaquelon;0,44
MÇthode 3CL;3CL-DPE, version 1.3;30/04/2013;150;C;6;B;1989;37;;;Location;Logement;83700;83;;0
MÇthode 3CL;3CL-DPE, version 1.3;05/05/2013;294;E;17;C;1948;83,7;;;Vente;Logement;13006;13;;0
3CL - DPE;V2012;13/05/2013;343,78;F;17,56;C;2006;53;;;Vente;Logement;1109;01;;0
3CL - DPE;V2012;11/06/2013;257;E;4;A;1982;68;45,180037;1,586664;Vente;Maison Individuelle;19123;19;37 Allee De Puymaret 19360 Malemort;0,96
FACTURE - DPE;V2012;21/05/2013;57,53;N;1,87;N;1948;167;;;Vente;Maison Individuelle;24303;24;;0
MÇthode Facture;;04/06/2013;0;N;0;N;1947;20;;;Vente;Logement;05560;05;;0
3CL - DPE;V2012;06/05/2013;142,75;C;5,81;A;2006;124;;;Vente;Maison Individuelle;0000;44;;0
MÇthode Facture;;20/06/2013;179;D;42;E;1947;75;;;Location;Logement;15000;15;;0
MÇthode Facture;;07/05/2013;267;E;50;E;1947;100;;;Vente;Logement;59240;59;;0
MÇthode Facture;;02/05/2013;0;N;0;N;1947;14,2;;;Location;Logement;34500;34;;0
3CL - DPE;V2012;03/05/2013;178,14;D;6,55;B;1997;30,09;42,677393;2,908593;Vente;Logement;66136;66;2 Avenue du Cap Bear 66000 Perpignan;0,97
FACTURE - DPE;V2012;27/05/2013;74,07;B;17,33;C;2006;3770,92;;;Neuf;Maison Individuelle;72181;72;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;220;D;10;B;1989;139,25;;;Vente;Maison Individuelle;84660;84;;0
TROIS_CL_DPE;VERSION_2012;15/05/2013;276,43;E;12,16;C;1950;23,85;47,903578;1,902535;Location;Logement;45234;45;5 Rue du Colombier 45000 OrlÇans;0,98
3CL - DPE;V2012;15/05/2013;167,34;D;7,65;B;2000;91,57;43,845425;4,307334;Vente;Maison Individuelle;30189;30;24 Rue Edgar Tailhades 30900 Nåmes;0,97
3CL - DPE;V2012;14/06/2013;302;E;71;F;1974;85;48,628017;4,954423;Vente;Maison Individuelle;52448;52;13 Rue Mozart 52100 Saint-Dizier;0,78
3CL - DPE;V2012;08/05/2013;204,05;D;11,39;C;1982;98;47,310818;-3,189317;Vente;Maison Individuelle;56009;56;Lieu Dit Kerprat 56360 Bangor;0,36
MÇthode Facture;;19/05/2013;44;A;10;B;1947;242;;;Vente;Maison Individuelle;16800;16;;0
MÇthode Facture;;17/05/2013;227;D;3;A;1947;97,15;48,298278;-0,666273;Vente;Maison Individuelle;53200;53;Le Parc 53100 Saint-Baudelle;0,3
MÇthode Facture;;16/05/2013;274;E;8;B;1947;70,1;;;Location;Logement;11110;11;;0
TROIS_CL_DPE;VERSION_2012;15/05/2013;392,66;F;95,94;G;1950;90;48,298543;-4,186745;Vente;Maison Individuelle;29053;29;4 Impasse des Lilas 29590 Le Faou;0,45
MÇthode Facture;;08/05/2013;263;E;61;F;1947;78;;;Vente;Logement;92700;92;;0
MÇthode 3CL;3CL-DPE, version 1.3;02/05/2013;149;C;4;A;1983;54,5;;;Vente;Logement;06150;06;;0
MÇthode Facture;;07/05/2013;308;E;58;F;1947;65;;;Vente;Logement;91260;91;;0
FACTURE - DPE;V2012;17/05/2013;164,15;D;6,87;B;2006;85,25;47,33298;-0,231174;Neuf;Maison Individuelle;49149;49;14 Rue de la Salamandre 49350 Gennes-Val-de-Loire;0,96
MÇthode Facture;;15/05/2013;371;F;11;C;1947;125;;;Vente;Maison Individuelle;85450;85;;0
TROIS_CL_DPE;VERSION_2012;13/05/2013;245,64;E;10,87;B;1980;40;45,585948;-0,709884;Location;Maison Individuelle;17133;17;Route de Chez Seguineau 17260 Cravans;0,41
MÇthode Facture;;04/06/2013;251;E;8;B;1947;47,68;;;Location;Maison Individuelle;89510;89;;0
3CL - DPE;V2012;16/07/2013;75,53;B;15,27;C;2006;161;42,280735;9,492719;Vente;Maison Individuelle;2B088;2B;Listincone 20230 Chiatra;0,41
MÇthode 3CL;3CL-DPE, version 1.3;04/06/2013;557;G;32;D;1948;50,3;49,540612;4,447015;Vente;Logement;08330;08;22 Rue de l'Eglise 08300 Novy-Chevriäres;0,33
MÇthode 3CL;3CL-DPE, version 1.3;13/05/2013;225;D;25;D;1948;61,55;;;Vente;Logement;64000;64;;0
TROIS_CL_DPE;VERSION_2012;14/05/2013;113,98;C;26,67;D;1954;125,94;49,567535;2,388043;Vente;Maison Individuelle;60017;60;25 Rue des Poissonniers 60120 Ansauvillers;0,39
FACTURE;VERSION_2012;07/05/2013;132,36;C;30,97;D;1900;105;46,414504;-0,347892;Vente;Maison Individuelle;79086;79;Place de la Garenne 79410 Cherveux;0,38
3CL;2012;28/05/2013;325,23;E;16,45;C;1955;37;;;Vente;Logement;63000;63;;0
MÇthode 3CL;3CL-DPE, version 1.3;29/04/2013;158;D;6;B;1948;97,26;;;Location;Maison Individuelle;33640;33;;0
3CL - DPE;V2012;11/06/2013;398;F;17;C;1988;23,8;;;Vente;Logement;04205;04;;0
3CL - DPE;V2012;26/05/2013;153,41;D;17,8;C;1973;62,18;47,498293;6,791973;Vente;Logement;25388;25;21 Rue HÇläne Boucher 25200 MontbÇliard;0,96
3CL - DPE;V2012;20/05/2013;284,38;E;66,55;F;2012;33;50,3978893;3,0784903;Vente;Logement;68083;68;Rue du MarÇchal de Lattre de Tassigny (Pont) Flers-en-Escrebieux;0,73
MÇthode Facture;;18/06/2013;110;C;21;D;1947;141,3;;;Vente;Logement;46190;46;;0
3CL - DPE;V2012;29/05/2013;314,67;E;15,57;C;1982;104;43,829008;1,718672;Vente;Maison Individuelle;81220;81;Route de Salvagnac 81800 Rabastens;0,6
FACTURE - DPE;V2012;03/06/2013;57,94;B;13,56;C;2006;935,44;48,32905;4,120934;Neuf;Maison Individuelle;10115;10;1 Rue de la RÇpublique 10150 Creney-präs-Troyes;0,67
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;325;E;17;C;1948;61,93;;;Location;Logement;86100;86;;0
3CL - DPE;V2012;21/05/2013;269,42;E;12,28;C;1982;83;47,492426;2,445818;Vente;Maison Individuelle;18015;18;2 RÇsidence de Launay 18700 Aubigny-sur-Näre;0,95
FACTURE - DPE;V2012;03/05/2013;433,25;F;14,11;C;1948;58;47,165373;4,981151;Location;Maison Individuelle;21267;21;2 Route de Gilly 21640 Flagey-EchÇzeaux;0,47
3CL - DPE;V2012;06/05/2013;413,17;F;21,95;D;1977;33,5;48,832059;-1,581562;Vente;Maison Individuelle;50218;50;88 Rue de la Briqueterie 50400 Granville;0,96
3CL - DPE;V2012;15/05/2013;352,88;F;76,45;F;1970;42;48,794469;2,340201;Vente;Logement;94016;94;7 Rue des Vignes 94230 Cachan;0,97
3CL - DPE;V2012;22/05/2013;407,89;F;13,28;C;1947;21;48,074427;6,88159;Vente;Logement;88196;88;46 Boulevard Kelsch 88400 GÇrardmer;0,96
MÇthode 3CL;3CL-DPE, version 1.3;22/05/2013;115;C;34;D;1989;197;44,713845;4,130673;Vente;Maison Individuelle;07200;07;chemin de vauclare 07560 Le Roux;0,32
TROIS_CL_DPE;VERSION_2012;14/05/2013;154,09;D;36,05;E;1999;85,43;49,38742;1,027657;Vente;Logement;76497;76;375 Rue de la Pierre d'Etat 76650 Petit-Couronne;0,96
MÇthode Facture;;27/05/2013;0;N;0;N;1947;51,19;46,886106;1,859139;Location;Logement;36140;36;Place de la Mairie 36100 Neuvy-Pailloux;0,37
MÇthode 3CL;3CL-DPE, version 1.3;19/05/2013;175;D;40;E;1989;112,78;;;Vente;Maison Individuelle;67204;67;;0
3CL - DPE;V2012;27/05/2013;0;N;0;N;1974;50;45,216548;4,084139;Vente;Maison Individuelle;43024;43;Lieu Dit Peyre 43200 Beaux;0,31
MÇthode 3CL;3CL-DPE, version 1.3;27/05/2013;200;D;24;D;1948;123,98;;;Vente;Logement;73000;73;;0
MÇthode Facture;;22/05/2013;109;C;32;D;1947;128;49,699084;3,994064;Vente;Maison Individuelle;02160;02;29 Rue des Chànes 02340 Chaourse;0,51
MÇthode 3CL;3CL-DPE, version 1.3;17/06/2013;141;C;33;D;2001;167;;;Vente;Maison Individuelle;12450;12;;0
3CL - DPE;V2012;06/06/2013;168;D;6,63;B;2010;70,97;43,899313;0,113445;Vente;Maison Individuelle;32119;32;Guinlet 32800 Eauze;0,42
MÇthode Facture;;07/05/2013;0;N;0;N;1947;29,11;49,044905;2,095202;Location;Logement;95500;95;Av du General Gabriel Delarue 95300 Pontoise;0,35
3CL - DPE;V2012;30/05/2013;220;D;7;B;1974;24,32;47,642865;6,856973;Vente;Logement;90010;90;8 Avenue Jean Jauräs 90000 Belfort;0,98
MÇthode 3CL;3CL-DPE, version 1.3;16/05/2013;319;E;74;F;1948;90;;;Vente;Logement;26410;26;;0
TROIS_CL_DPE;VERSION_2012;06/05/2013;272,56;E;13,74;C;2007;76;48,012649;-1,286108;Vente;Maison Individuelle;35014;35;AllÇe des ChÉtaigniers 35680 Bais;0,61
MÇthode 3CL;3CL-DPE, version 1.3;03/06/2013;505;G;31;D;1983;106;46,757906;5,943535;Location;Maison Individuelle;39210;39;Route de Pontarlier 39300 êquevillon;0,32
MIXTE FACTURE+3CL - DPE pour ECS;V2012;25/06/2013;81,13;B;4,79;A;1969;107;46,075877;2,092564;Vente;Maison Individuelle;23105;23;4 Rue du Centre 23150 Lavaveix-les-Mines;0,95
MÇthode Facture;;13/05/2013;199;D;36;E;1947;53,77;48,6055455;2,4779524;Vente;Logement;93700;93;Rue d'Alsace-Lorraine (Pont) Corbeil-Essonnes;0,7
3CL - DPE;V2012;06/05/2013;249,29;E;58,33;F;1982;120;48,532134;1,955361;Vente;Maison Individuelle;78569;78;36 Rue Saint-prÇ 78730 Sainte-Mesme;0,95
3CL - DPE;V2012;25/04/2013;355,14;F;20,33;C;1960;81,77;43,452623;1,401355;Location;Maison Individuelle;31248;31;13 Place Vincent Auriol 31860 Labarthe-sur-Läze;0,96
MÇthode Facture;;23/05/2013;128;C;30;D;1947;86,36;;;Vente;Logement;03200;03;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;293;E;48;E;1978;122,5;;;Vente;Maison Individuelle;54700;54;;0
FACTURE - DPE;V2012;12/06/2013;59,33;B;16,26;C;1948;53,5;47,341485;5,823163;Location;Maison Individuelle;70181;70;Rue de l?Eglise 70150 Courcuire;0,51
MÇthode Facture;;30/04/2013;476;G;115;G;1947;71;49,871346;1,826862;Vente;Maison Individuelle;80800;80;Rue de la Gove 80140 Villers-Campsart;0,31
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;406;F;23;D;1989;36,15;46,305136;6,421947;Vente;Logement;74210;74;Route des grandes teppes 74550 Perrignier;0,31
MÇthode Facture;;08/06/2013;301;E;63;F;1947;172,59;;;Vente;Logement;55000;55;;0
3CL - DPE;V2012;16/05/2013;227,9;D;11,14;C;2005;92;48,720137;-0,038006;Vente;Maison Individuelle;61462;61;16 Rue Georges Rousseau 61200 Sarceaux;0,95
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;209;D;10;B;2001;140;;;Vente;Maison Individuelle;87520;87;;0
3CL - DPE;V2012;10/05/2013;323,01;E;16,23;C;2007;120,88;50,358577;2,422541;Vente;Maison Individuelle;62514;62;11 Rue de l'Eglise 62127 Ligny-Saint-Flochel;0,94
3CL - DPE;V2012;17/05/2013;226,21;D;52,93;E;1974;108,57;48,066775;1,32326;Vente;Maison Individuelle;28088;28;30 Rue de Courtalain 28200 ChÉteaudun;0,97
FACTURE;VERSION_2012;22/05/2013;299,8;E;8,92;B;1947;180;;;Vente;Maison Individuelle;37092;37;;0
3CL - DPE;V2012;31/05/2013;409,01;F;122,7;G;1970;71;46,995796;3,125852;Vente;Maison Individuelle;58194;58;24 Rue de Lund 58000 Nevers;0,97
MÇthode Facture;;21/05/2013;397;F;12;C;1947;61,55;;;Vente;Maison Individuelle;71190;71;;0
MÇthode Facture;;16/05/2013;0;N;0;N;1947;78,41;;;Vente;Logement;47240;47;;0
